date_start,pnl
2022-03-02 00:00:00,-8967.190671952088
2022-03-03 00:00:00,-12548.74308778252
2022-03-04 00:00:00,-15486.634275873284
2022-03-09 00:00:00,12709.989083772729
2022-03-10 00:00:00,4612.031242530898
2022-03-11 00:00:00,-2583.2330416148084
2022-03-14 00:00:00,-12267.167582462233
2022-03-15 00:00:00,-19629.839697875974
2022-03-16 00:00:00,-18510.375519896897
2022-03-17 00:00:00,-7089.559555018591
2022-03-18 00:00:00,-9203.393760757905
2022-03-21 00:00:00,1950.6542375328067
2022-03-22 00:00:00,-1022.504477157717
2022-03-23 00:00:00,2786.8871930326495
2022-03-24 00:00:00,5045.851221221456
2022-03-25 00:00:00,3380.6247614385884
2022-03-28 00:00:00,-15878.442319783171
2022-03-29 00:00:00,-10766.151369677136
2022-03-30 00:00:00,-1813.2039430658415
2022-03-31 00:00:00,-2417.5712243582457
2022-04-01 00:00:00,682.2524841780114
2022-04-04 00:00:00,11803.345380120189
2022-06-09 00:00:00,-11415.206856682466
2022-06-10 00:00:00,1064.3331460326917
2022-06-14 00:00:00,2126.5448456719173
2022-06-15 00:00:00,-1585.4806794247668
2022-06-16 00:00:00,5731.367864114323
2022-06-17 00:00:00,3192.66394814306
2022-06-20 00:00:00,2450.537085387928
2022-06-21 00:00:00,-225.16354149547374
2022-06-22 00:00:00,3757.0132030345503
2022-06-23 00:00:00,382.31062333087414
2022-06-24 00:00:00,3072.6492725858134
2022-06-27 00:00:00,-2873.584988586381
2022-06-28 00:00:00,-2368.794617442836
2022-06-29 00:00:00,-4609.854323005639
2022-06-30 00:00:00,-843.5059491200104
2022-07-01 00:00:00,650.9015293423727
2022-07-04 00:00:00,-3440.673048220051
2022-07-05 00:00:00,-2903.2856557810046
2022-07-06 00:00:00,159.5878783094995
2022-07-07 00:00:00,-4216.616988104817
2022-07-08 00:00:00,-3190.3629162685684
2022-07-11 00:00:00,281.62391334150743
2022-07-12 00:00:00,-1058.2519740366279
2022-07-13 00:00:00,3922.7896327328804
2022-07-14 00:00:00,897.9336758056788
2022-07-15 00:00:00,-6213.403382857316
2022-07-18 00:00:00,777.3156702837723
2022-07-19 00:00:00,1050.5402385620273
2022-07-20 00:00:00,2393.889788479678
2022-07-21 00:00:00,2389.282159188699
2022-07-22 00:00:00,2183.9305120920776
2022-08-25 00:00:00,1527.3164248698358
2022-08-26 00:00:00,-942.4790727734271
2022-08-29 00:00:00,6309.615662488137
2022-08-30 00:00:00,6718.044765056526
2022-08-31 00:00:00,5645.249247688891
2022-09-01 00:00:00,-1129.3495672477484
2022-09-02 00:00:00,942.9847988104957
2022-09-05 00:00:00,1550.2747230787863
2022-09-06 00:00:00,125.29922697623442
2022-09-07 00:00:00,-974.745781301448
2022-09-08 00:00:00,1751.7716449979634
2022-09-09 00:00:00,-918.2922945114115
2022-09-12 00:00:00,-452.0011364735683
2022-09-13 00:00:00,67.39884387235998
2022-09-14 00:00:00,688.304309590098
2022-09-15 00:00:00,-1777.152321939742
2022-09-16 00:00:00,1421.5130091611377
2022-09-19 00:00:00,-6777.033502065446
2022-09-20 00:00:00,-5438.43964458835
2022-09-21 00:00:00,1790.1368240265874
2022-09-22 00:00:00,-2465.095617450148
2022-09-23 00:00:00,2107.37022901992
2022-09-26 00:00:00,-11711.857575537819
2022-09-27 00:00:00,-13976.984274795554
2022-09-28 00:00:00,-6749.699500747967
2022-09-29 00:00:00,-38707.50091130834
2022-09-30 00:00:00,-28460.79714208335
2022-10-03 00:00:00,-20604.459146929217
2022-10-04 00:00:00,-44529.92827572641
2022-10-05 00:00:00,-23795.396660721028
2022-10-06 00:00:00,-17564.535909707123
2022-10-07 00:00:00,-9622.522606721217
2022-10-10 00:00:00,-13482.526750099254
2022-10-11 00:00:00,-8109.796107005449
2022-10-12 00:00:00,135.6403746860144
2022-10-13 00:00:00,1306.0279136674508
2022-10-14 00:00:00,6437.417086637162
2022-10-17 00:00:00,6368.42088430779
2022-10-18 00:00:00,1318.7760183900143
2022-10-19 00:00:00,-1381.633240995575
2022-10-20 00:00:00,-898.4083143427915
2022-10-21 00:00:00,675.0941475819345
2022-10-24 00:00:00,2042.8550145290792
