iter	Passed	Remaining
1524	25498	141702
1525	25515	141687
1526	25531	141671
1527	25548	141656
1528	25565	141641
1529	25582	141624
1530	25599	141607
1531	25616	141591
1532	25633	141576
1533	25650	141560
1534	25666	141543
1535	25683	141526
1536	25700	141509
1537	25716	141490
1538	25733	141474
1539	25750	141459
1540	25767	141443
1541	25784	141430
1542	25802	141419
1543	25819	141403
1544	25836	141390
1545	25853	141373
1546	25870	141357
1547	25887	141341
1548	25903	141323
1549	25920	141310
1550	25937	141294
1551	25954	141276
1552	25970	141257
1553	25987	141241
1554	26004	141227
1555	26021	141211
1556	26038	141195
1557	26054	141176
1558	26071	141160
1559	26088	141143
1560	26105	141128
1561	26121	141110
1562	26138	141093
1563	26154	141074
1564	26171	141057
1565	26188	141042
1566	26205	141026
1567	26221	141009
1568	26238	140993
1569	26255	140977
1570	26272	140961
1571	26289	140944
1572	26305	140928
1573	26322	140910
1574	26339	140892
1575	26355	140875
1576	26372	140858
1577	26389	140843
1578	26406	140828
1579	26423	140812
1580	26440	140798
1581	26457	140781
1582	26474	140765
1583	26490	140750
1584	26508	140735
1585	26525	140721
1586	26542	140708
1587	26560	140695
1588	26576	140678
1589	26593	140659
1590	26609	140641
1591	26626	140623
1592	26642	140603
1593	26659	140588
1594	26675	140569
1595	26692	140552
1596	26708	140535
1597	26725	140519
1598	26742	140502
1599	26759	140487
1600	26776	140471
1601	26793	140455
1602	26810	140441
1603	26827	140426
1604	26844	140411
1605	26861	140396
1606	26878	140379
1607	26895	140363
1608	26913	140355
1609	26930	140337
1610	26947	140322
1611	26963	140305
1612	26980	140289
1613	26997	140274
1614	27014	140258
1615	27031	140242
1616	27048	140226
1617	27065	140211
1618	27082	140196
1619	27099	140180
1620	27115	140162
1621	27132	140147
1622	27149	140130
1623	27166	140114
1624	27183	140099
1625	27200	140082
1626	27216	140064
1627	27233	140047
1628	27250	140031
1629	27267	140018
1630	27284	140003
1631	27301	139985
1632	27317	139968
1633	27334	139950
1634	27351	139934
1635	27367	139917
1636	27384	139902
1637	27401	139887
1638	27419	139872
1639	27435	139856
1640	27452	139839
1641	27469	139822
1642	27485	139804
1643	27502	139788
1644	27519	139773
1645	27536	139758
1646	27553	139742
1647	27570	139725
1648	27587	139712
1649	27604	139695
1650	27621	139680
1651	27638	139664
1652	27655	139649
1653	27672	139632
1654	27690	139621
1655	27706	139603
1656	27723	139587
1657	27740	139571
1658	27757	139555
1659	27774	139541
1660	27791	139525
1661	27808	139510
1662	27825	139494
1663	27841	139477
1664	27859	139464
1665	27876	139450
