iter	Logloss
316	0.3220536777
317	0.3212002685
318	0.3203384673
319	0.3194610578
320	0.3186089303
321	0.3176410838
322	0.3168539266
323	0.3158767796
324	0.3150152067
325	0.3142322354
326	0.3135389084
327	0.3128237136
328	0.3118462737
329	0.3110168477
330	0.3099542278
331	0.3092886346
332	0.308389386
333	0.3074470728
334	0.3064427617
335	0.3055930409
336	0.3046009944
337	0.3034345819
338	0.302226271
339	0.3015662737
340	0.3007365817
341	0.2995556107
342	0.2985384141
343	0.297877921
344	0.2969385649
345	0.2958932641
346	0.2949782578
347	0.2940069467
348	0.2931923482
349	0.2923075769
350	0.2913755067
351	0.2903627449
352	0.2896217233
353	0.2881088752
354	0.2871768308
355	0.2865923278
356	0.2854105654
357	0.28425208
358	0.2832717112
359	0.2823494205
360	0.281204156
361	0.2801644864
362	0.2792514048
363	0.2780343747
364	0.2769479032
365	0.27616969
366	0.2749841056
367	0.2741383677
368	0.2728989963
369	0.2723202617
370	0.271303449
371	0.2700317258
372	0.2690138408
373	0.2680863859
374	0.2671103545
375	0.2660088736
376	0.2651695754
377	0.2641592982
378	0.2628961847
379	0.2619075657
380	0.2605120434
381	0.2595468913
382	0.2584559199
383	0.2574063352
384	0.2564328307
385	0.2555093438
386	0.2546185339
387	0.2536380899
388	0.2527117053
389	0.2517508479
390	0.2504008219
391	0.2495349643
392	0.2485618574
393	0.2474900623
394	0.2462903018
395	0.245264194
396	0.244429996
397	0.2434381679
398	0.2426207992
399	0.2418221781
400	0.2409123286
401	0.2399549695
402	0.2391333909
403	0.2381640907
404	0.2373334829
405	0.2364063408
406	0.2355043696
407	0.2346472793
408	0.233573837
409	0.2323898479
410	0.2312062818
411	0.2301216039
412	0.2287501153
413	0.2278850334
414	0.2268137319
415	0.2257086217
416	0.2244864679
417	0.2234405291
418	0.2228352365
419	0.2218093201
420	0.2206674052
421	0.2197765977
422	0.2186738717
423	0.2174390443
424	0.2161986122
425	0.215269342
426	0.2141304191
427	0.2130660523
428	0.2120244245
429	0.2110200636
430	0.2101501107
431	0.2090684428
432	0.2083741219
433	0.2077760281
434	0.2071627041
435	0.2062136121
436	0.2050659869
437	0.2040137108
438	0.2031365577
439	0.2022548936
440	0.2014770528
441	0.2004218661
442	0.1993272478
443	0.1984874519
444	0.1972974803
445	0.196292844
446	0.1954810604
447	0.194248307
448	0.1932648694
449	0.1923830829
450	0.1913290053
451	0.1904942753
452	0.1891704214
453	0.1881675651
454	0.1872612156
455	0.1865373745
456	0.1856667985
457	0.1851124132
458	0.1844635063
459	0.1835678326
460	0.1828489787
461	0.1820194794
462	0.1809942464
463	0.1801446868
464	0.179372326
465	0.1787052315
466	0.1777275024
467	0.176787969
468	0.1760397135
469	0.1751263793
470	0.1740940442
471	0.1730950516
472	0.1722907282
473	0.17165004
474	0.1709231347
475	0.1701514418
476	0.1693595257
477	0.1685840553
478	0.1678277715
479	0.1672105492
480	0.1665038825
481	0.1659006199
482	0.165150091
483	0.1644784286
484	0.1640624232
485	0.1634500476
486	0.1627955574
487	0.1620568192
488	0.1614512724
489	0.1606553134
490	0.15997083
491	0.1593075156
492	0.1584570036
493	0.1576599012
494	0.1569561775
495	0.1563778639
496	0.155799082
497	0.1553176637
498	0.1545625398
499	0.1539002616
500	0.1529570323
501	0.1521960553
502	0.1514990687
503	0.1510098823
504	0.150341249
505	0.1497485427
506	0.1493242783
507	0.148497579
508	0.1478938844
509	0.1472289785
510	0.1464860333
511	0.1456036367
512	0.1448851866
513	0.1442012205
514	0.1435121958
515	0.142919816
516	0.1422532576
517	0.1416234949
518	0.1409297965
519	0.1402354217
520	0.1394175483
521	0.1387199067
522	0.1382326779
523	0.1376960192
524	0.1369151924
525	0.1362418892
526	0.135326113
527	0.1348587813
528	0.1343144792
529	0.1335861958
530	0.1332078053
531	0.1328117147
532	0.1324126938
533	0.131816842
534	0.1309491554
535	0.13040061
536	0.1297535605
537	0.1291640336
538	0.1286775375
539	0.1279754484
540	0.1274038779
541	0.1268792611
542	0.1262430616
543	0.1256884362
544	0.1254118127
545	0.1248820726
546	0.1242756932
547	0.1237761245
548	0.1232535195
549	0.1227165548
550	0.1221636775
551	0.1216898183
552	0.121081058
553	0.1205484197
554	0.1200061222
555	0.1195994231
556	0.1190302406
557	0.1185596917
558	0.118032871
559	0.1175496163
560	0.1170255051
561	0.1166413381
562	0.1160938948
563	0.115578347
564	0.115040265
565	0.1146671455
566	0.1141482441
567	0.1136138639
568	0.1129774146
569	0.1124825166
570	0.111964271
571	0.1114473448
572	0.1110596402
573	0.1106148199
574	0.1101310484
575	0.1095207459
576	0.108935451
577	0.1084969811
578	0.1080037221
579	0.1076708663
580	0.1072157793
581	0.1067940806
582	0.1064226161
583	0.1059517645
584	0.105480038
585	0.1050224414
586	0.1046478738
587	0.1041210938
588	0.1036829745
589	0.1031744808
590	0.1027631303
591	0.1023251877
592	0.1017873299
593	0.1013927194
594	0.1008933353
595	0.1004167581
596	0.1000717184
597	0.09964455609
598	0.09935444258
599	0.0989152374
600	0.09846751785
601	0.09825395727
602	0.09773709067
603	0.09734388672
604	0.09686351743
605	0.09647639611
606	0.09599147485
607	0.09555844517
608	0.09517034121
609	0.09484723681
610	0.09454064088
611	0.09417483163
612	0.09369118436
613	0.09322389516
614	0.09281357254
615	0.09241478549
616	0.0920604648
617	0.09169222428
618	0.0912723622
619	0.0908636303
620	0.09043790608
621	0.09005963241
622	0.08969703788
623	0.08929334285
624	0.08894176632
625	0.08859959663
626	0.08821532526
627	0.08789196641
628	0.08743307168
629	0.08703828653
630	0.08664304956
631	0.08632844936
632	0.08583238771
633	0.08536152231
634	0.08503355358
635	0.08463909211
636	0.08417827473
637	0.0838126704
638	0.0834502905
639	0.08305415819
640	0.08262016098
641	0.08239959706
642	0.08200437835
643	0.0815412384
644	0.08121725928
645	0.08087572927
646	0.08054929532
647	0.08026856013
648	0.07991799855
649	0.07961038297
650	0.07929247688
651	0.07900446479
652	0.07859402375
653	0.07828196545
654	0.07786431601
655	0.07759478721
656	0.07729353085
657	0.0770281244
658	0.0766953873
659	0.07640267587
660	0.07604961469
661	0.07586413542
662	0.0755580977
663	0.0752483886
664	0.07497554283
665	0.07464758688
666	0.0743919672
667	0.07409106495
668	0.07375475014
669	0.07344629437
670	0.07317019004
671	0.07278961691
672	0.07245247981
673	0.07214561029
674	0.07197239315
675	0.07169420493
676	0.07137454222
677	0.07116160101
678	0.07089408639
679	0.07060771735
680	0.07031117838
681	0.07008789881
682	0.06987263533
683	0.06963303027
684	0.06935312603
685	0.06909086407
686	0.06881819564
687	0.0685483746
688	0.06826438362
689	0.0679683432
690	0.06775451241
691	0.06749685237
692	0.06716497957
693	0.06694994641
694	0.06666162764
695	0.06636410911
696	0.06610191897
697	0.06585345723
698	0.06556843174
699	0.06533579964
700	0.0650829647
701	0.06478419181
702	0.06459940047
703	0.06433127317
704	0.06403216395
705	0.06388350263
706	0.06362825793
707	0.06336783091
708	0.06306772762
709	0.06280820071
710	0.06256636899
711	0.06234469686
712	0.06209585211
713	0.06187333501
714	0.06163364627
715	0.06144105578
716	0.06121681727
717	0.06096849021
718	0.06072390277
719	0.06045637225
720	0.06020172186
721	0.05997807265
722	0.05975875172
723	0.05956314064
724	0.05937076582
725	0.05915992677
726	0.05892884231
727	0.05873750446
728	0.05851718008
729	0.05831991455
730	0.05810485683
731	0.05790551384
732	0.05770164292
733	0.05752249868
734	0.0573537156
735	0.05717243596
736	0.05695446327
737	0.05671756724
738	0.05650383975
739	0.05627039262
740	0.05612275915
741	0.05598028502
742	0.05577508223
743	0.05561850414
744	0.05542267426
745	0.05518324154
746	0.05498930564
747	0.05482607917
748	0.0546465082
749	0.05444208501
750	0.05427722207
751	0.05405820302
752	0.0538576177
753	0.0536418399
754	0.05343081535
755	0.05321307034
756	0.05300831744
757	0.05278354051
758	0.05255413078
759	0.05235165576
760	0.05216337368
761	0.05198199131
762	0.05185512733
763	0.05167830428
764	0.05154049218
765	0.05134404491
766	0.05112758316
767	0.05089361816
768	0.05078475609
769	0.05058994935
770	0.05039203679
771	0.0501958769
772	0.04998800623
773	0.04981412282
774	0.04968586427
775	0.04949150833
776	0.04931735218
777	0.04915238154
778	0.04897904411
779	0.04880691792
780	0.04866624316
781	0.04848857688
782	0.04832566313
783	0.04816187559
784	0.04807182202
785	0.0479451613
786	0.04778986409
787	0.04764283313
788	0.04749627424
789	0.04733431156
790	0.04714122567
791	0.04702699687
792	0.04688376061
793	0.04672597944
794	0.04655098627
795	0.04635850817
796	0.04618399279
797	0.04602361406
798	0.04585786525
799	0.04570456542
800	0.0455228984
801	0.04538421919
802	0.04523569729
803	0.0450784024
804	0.04494605649
805	0.04479317462
806	0.04463683027
807	0.04446154249
808	0.04432182295
809	0.04412360464
810	0.04399218557
811	0.04382465026
812	0.04372361493
813	0.04360036625
814	0.04346534659
815	0.04332129334
816	0.04315082708
817	0.0430255195
818	0.04285772286
819	0.04272737453
820	0.04259201429
821	0.04247032518
822	0.04233551724
823	0.04226525114
824	0.04214143756
825	0.04201604709
826	0.04192107703
827	0.04178758246
828	0.04165430178
829	0.04153952859
830	0.041369815
831	0.04125163896
832	0.04111780364
833	0.04101854726
834	0.04091704552
835	0.04079719395
836	0.04070608744
837	0.04056277858
838	0.0404246872
839	0.04030588179
840	0.04019160608
841	0.04008022366
842	0.03991732966
843	0.03980375094
844	0.03969363078
845	0.03958390439
846	0.03946450417
847	0.03935535222
848	0.03927179161
849	0.03913609323
850	0.03898822536
851	0.03888998356
852	0.03876326463
853	0.03865900933
854	0.03856525672
855	0.03847542016
856	0.03838537527
857	0.03826397364
858	0.03813359728
859	0.03801953483
860	0.03789396608
861	0.03776356119
862	0.03765830634
863	0.037550205
864	0.03745052969
865	0.03735408042
866	0.03724975135
867	0.03715588476
868	0.03707963035
869	0.03699117692
870	0.03687506985
871	0.03676282719
872	0.03666091679
873	0.03653430259
874	0.03645792882
875	0.03635833069
876	0.03623567414
877	0.0361354192
878	0.03601663996
879	0.03591445513
880	0.03581269521
881	0.03570439562
882	0.03560786528
883	0.03551381153
884	0.03542444529
885	0.03534906742
886	0.03525940964
887	0.03513234008
888	0.03504611329
889	0.03495982022
890	0.03486416856
891	0.03477796843
892	0.03466821014
893	0.03458188228
894	0.03447241305
895	0.03438004034
896	0.03428766829
897	0.034184524
898	0.03407629725
899	0.0339887757
900	0.03388635999
901	0.03378988323
902	0.03373682001
903	0.03366396464
904	0.03358699952
905	0.03350872663
906	0.03339632427
907	0.03328901091
908	0.03321882883
909	0.03314555019
910	0.03306751978
911	0.03298245725
912	0.03293078482
913	0.03285528041
914	0.032760002
915	0.03267269355
916	0.03261016097
917	0.03253573132
918	0.03246267881
919	0.03236579159
920	0.03228036883
921	0.03219092876
922	0.03211189128
923	0.03203293772
924	0.03195366952
925	0.03188094638
926	0.0318084475
927	0.03174450455
928	0.03168684015
929	0.03160073345
930	0.03152839097
931	0.03145905708
932	0.03136169007
933	0.03128965921
934	0.03123695843
935	0.03115753778
936	0.03107658444
937	0.03100486453
938	0.03090053131
939	0.03083457508
940	0.03074711896
941	0.03067623085
942	0.03060619613
943	0.03051533901
944	0.03044933447
945	0.0303861822
946	0.03032094602
947	0.03025333192
948	0.03018173601
949	0.03012058466
950	0.03006195199
951	0.02999798888
952	0.02994067436
953	0.02988184039
954	0.02980605213
955	0.02973875435
956	0.02967641241
957	0.02961324092
958	0.02953743941
959	0.02947386783
960	0.0293931561
961	0.02932411248
962	0.02925713734
963	0.0292097057
964	0.02914421242
965	0.02907069958
966	0.0290046807
967	0.02893914087
968	0.02887705559
969	0.02879833129
970	0.02873867738
971	0.02867977036
972	0.02861756115
973	0.02856561171
974	0.02850132017
975	0.0284553412
976	0.02838530543
977	0.02831429623
978	0.02825916697
979	0.02820330624
980	0.02813316211
981	0.02806889785
982	0.02802685438
983	0.0279601128
984	0.02789614158
985	0.02784484966
986	0.02778771365
987	0.0277265955
988	0.02767566765
989	0.02761678492
990	0.02755479113
991	0.02750687448
992	0.02745908367
993	0.02740535706
994	0.02734640721
995	0.02729437117
996	0.02722951592
997	0.02718395408
998	0.02714120648
999	0.02708775453
1000	0.02702627348
1001	0.02697479208
1002	0.0269129632
1003	0.02685521056
1004	0.02680683126
1005	0.02674919617
1006	0.02669126026
1007	0.0266332136
1008	0.02658410239
1009	0.02654036978
1010	0.02648214532
1011	0.02644010571
1012	0.02638544662
1013	0.02632854012
1014	0.02628182588
1015	0.02622072076
1016	0.02617633471
1017	0.02612607015
1018	0.02607356782
1019	0.02602410297
1020	0.02596538192
1021	0.02592419425
1022	0.0258845771
1023	0.02584020328
1024	0.02579771081
1025	0.0257409725
1026	0.02569418801
1027	0.0256387709
1028	0.02559370014
1029	0.02554875647
1030	0.02549824667
1031	0.02545004042
1032	0.02538923452
1033	0.02534264302
1034	0.02529725159
1035	0.02525100328
1036	0.02520852484
1037	0.02516363558
1038	0.02510687389
1039	0.02503984311
1040	0.02499056536
1041	0.02494810808
1042	0.02490821812
1043	0.02486717427
1044	0.02482062521
1045	0.02477395347
1046	0.0247213446
1047	0.02467873579
1048	0.02463361025
1049	0.02459221331
1050	0.0245480054
1051	0.02450881092
1052	0.02446250145
1053	0.02442163343
1054	0.02437728658
1055	0.02433532558
1056	0.0242819382
1057	0.02424154434
1058	0.02419941903
1059	0.02415534352
1060	0.02411543596
1061	0.02408160785
1062	0.02404048369
1063	0.02399070761
1064	0.02394474861
1065	0.02390604038
1066	0.02386342032
1067	0.023817261
1068	0.0237617857
1069	0.02371964146
1070	0.02368307607
1071	0.02364965135
1072	0.02360433771
1073	0.02356238996
1074	0.02352428786
1075	0.02348725895
1076	0.02344668747
1077	0.02341646424
1078	0.02338160829
1079	0.02334961802
1080	0.02332100442
1081	0.02328218635
1082	0.02324621564
1083	0.02320496054
1084	0.02317268061
1085	0.02312355683
1086	0.02308858512
1087	0.02305194051
1088	0.02301478794
1089	0.02297488262
1090	0.02294144994
1091	0.02289492522
1092	0.0228623501
1093	0.02283013141
1094	0.02279263859
1095	0.02275370097
1096	0.02272313648
1097	0.0226922055
1098	0.02265371637
1099	0.022621331
1100	0.02259120858
1101	0.02255858048
1102	0.02252799012
1103	0.02249636184
1104	0.02246295752
1105	0.02243212473
1106	0.02239947011
1107	0.02236337179
1108	0.02233419278
1109	0.0222966903
1110	0.02226270893
1111	0.02222557717
1112	0.02218973321
1113	0.0221591626
1114	0.02212455202
1115	0.02209262503
1116	0.02205425841
1117	0.02202164409
1118	0.02199499465
1119	0.02195332371
1120	0.02192205971
1121	0.02189520795
1122	0.02186795732
1123	0.02183780217
1124	0.02179261131
1125	0.02176306441
1126	0.02173579584
1127	0.0217026152
1128	0.02167536934
1129	0.02164926319
1130	0.02161702575
1131	0.02158767957
1132	0.02155941731
1133	0.02152631805
1134	0.02149570049
1135	0.02147118165
1136	0.02143874692
1137	0.02140792944
1138	0.02138216632
1139	0.02135318407
1140	0.02132670335
1141	0.02129946007
1142	0.02126192151
1143	0.0212362001
1144	0.02121202395
1145	0.02118786737
1146	0.0211587242
1147	0.0211323952
1148	0.02111349806
1149	0.02108098637
1150	0.02105360097
1151	0.02102120938
1152	0.02099377227
1153	0.02097345469
1154	0.02094341502
1155	0.02091998233
1156	0.02089603889
1157	0.02086871346
1158	0.02084169383
1159	0.02081560359
1160	0.0207889435
1161	0.02076519643
1162	0.02074053099
1163	0.02070996853
1164	0.0206845263
1165	0.0206578272
1166	0.02063093207
1167	0.02060087362
1168	0.02057836264
1169	0.02055511784
1170	0.02053186249
1171	0.02050226187
1172	0.02047354995
1173	0.02044571852
1174	0.02042337803
1175	0.02040357009
1176	0.02037759979
1177	0.02035443623
1178	0.02033503936
1179	0.02030947356
1180	0.02028738933
1181	0.02026720327
1182	0.02023828832
1183	0.02021554696
1184	0.02018615216
1185	0.02016389474
1186	0.02014011564
1187	0.02012471354
1188	0.02010695629
1189	0.02008623301
1190	0.02006562728
1191	0.02004576695
1192	0.02002473388
1193	0.02000619855
1194	0.01998488348
1195	0.01996412952
1196	0.01994305509
1197	0.01992017605
1198	0.01990236197
1199	0.01988131281
1200	0.01985531666
1201	0.0198354255
1202	0.0198164442
1203	0.01979588157
1204	0.01977509897
1205	0.01975211404
1206	0.01972853997
1207	0.01971043653
1208	0.01968825288
1209	0.01966632323
1210	0.01964016035
1211	0.019620455
1212	0.01959399325
1213	0.01957472473
1214	0.01955186305
1215	0.01953390198
1216	0.01951780338
1217	0.01949811466
1218	0.01947941511
1219	0.01945814664
1220	0.01943802873
1221	0.01941612183
1222	0.01939936831
1223	0.01937854146
1224	0.01935728563
1225	0.01934051796
1226	0.01932000145
1227	0.01929578538
1228	0.01927846384
1229	0.01925551455
1230	0.01923461706
1231	0.0192177011
1232	0.01919578423
1233	0.01918227454
1234	0.01916525974
1235	0.01914683696
1236	0.01912850901
1237	0.01911351443
1238	0.01909706144
1239	0.01908019459
1240	0.01906585671
1241	0.01905165264
1242	0.01903051806
1243	0.01901293434
1244	0.01899245177
1245	0.01897341623
1246	0.01895236326
1247	0.01893472675
1248	0.01891678972
1249	0.01890126403
1250	0.01888569638
1251	0.01886581526
1252	0.0188481024
1253	0.01882877408
1254	0.01881010413
1255	0.01879329027
1256	0.01877582197
1257	0.01875745302
1258	0.01874208827
1259	0.01872828127
1260	0.0187084842
1261	0.01869469944
1262	0.01867643555
1263	0.01866014614
1264	0.01864080336
1265	0.01862210974
1266	0.01860519448
1267	0.01859048095
1268	0.01857558809
1269	0.01855763397
1270	0.01854394119
1271	0.01852730546
1272	0.01850723078
1273	0.01849532333
1274	0.01847780529
1275	0.01846351147
1276	0.01844986605
1277	0.01843545426
1278	0.01841697291
1279	0.01840017637
1280	0.01838606642
1281	0.01836955955
1282	0.01835694735
1283	0.01834158894
1284	0.01832588527
1285	0.01831070687
1286	0.01829404122
1287	0.01827891608
1288	0.01826395351
1289	0.0182490117
1290	0.01823614077
1291	0.0182229681
1292	0.01820729351
1293	0.01818990499
1294	0.01817613512
1295	0.01815960486
1296	0.01814507339
1297	0.01813677062
1298	0.01812027607
1299	0.0181013132
1300	0.01808746896
1301	0.01807111228
1302	0.01805669383
1303	0.01804417776
1304	0.01802941754
1305	0.01801913842
1306	0.01800382041
1307	0.01798990687
1308	0.01797673574
1309	0.01796324038
1310	0.01794901395
1311	0.01793325547
1312	0.01792056866
1313	0.01790737844
1314	0.01789420987
1315	0.01788102278
1316	0.01786613576
1317	0.01785136517
1318	0.01783915967
1319	0.01782853571
1320	0.01781434649
1321	0.01780048116
1322	0.01778754802
1323	0.01777520163
1324	0.01776317342
1325	0.01775438998
1326	0.01774153419
1327	0.01773265208
1328	0.01772135771
1329	0.01771056068
1330	0.01769976473
1331	0.01768769187
1332	0.01767557273
1333	0.01766487369
1334	0.01765424237
1335	0.01764039279
1336	0.01762786759
1337	0.01761756039
1338	0.01760410068
1339	0.01759264862
1340	0.01758386374
1341	0.01757443256
1342	0.01756158068
1343	0.01755109094
1344	0.01754119638
1345	0.01753060335
1346	0.01752140532
1347	0.01751087703
1348	0.0174966744
1349	0.01748668313
1350	0.01747766158
1351	0.01746861446
1352	0.01745796573
1353	0.01744424145
1354	0.01743569541
1355	0.01742473909
1356	0.01741414861
1357	0.01740245944
1358	0.01739285099
1359	0.01738111813
1360	0.0173697126
1361	0.01735913051
1362	0.01734821258
1363	0.01733708504
1364	0.0173280842
1365	0.01731654679
1366	0.01730562554
1367	0.01729470575
1368	0.01728167867
1369	0.01726946002
1370	0.01726019254
1371	0.0172518454
1372	0.01723921198
1373	0.01722892953
1374	0.01721765679
1375	0.0172068282
1376	0.01719769306
1377	0.01718745054
1378	0.01717763714
1379	0.01716429247
1380	0.01715467824
1381	0.01714286829
1382	0.01713234773
1383	0.01712305673
1384	0.01711403799
1385	0.01710201294
1386	0.01709212026
1387	0.01708213149
1388	0.01707122519
1389	0.01706390841
1390	0.01705521362
1391	0.01704694131
1392	0.01703736232
1393	0.01702760043
1394	0.01701809834
1395	0.01700917314
1396	0.01699820662
1397	0.01698734914
1398	0.01697812998
1399	0.01696906496
1400	0.01695703395
1401	0.01694955145
1402	0.01693978067
1403	0.01693165374
1404	0.01692443186
1405	0.01691532553
1406	0.01690692968
1407	0.01689911533
1408	0.01689136247
1409	0.01688314284
1410	0.01687529956
1411	0.01686661707
1412	0.01685786346
1413	0.01684925692
1414	0.01683924598
1415	0.01683062814
1416	0.01681993135
1417	0.01681009528
1418	0.016801754
1419	0.01679348742
1420	0.01678340558
1421	0.01677596645
1422	0.01676711103
1423	0.01675773797
1424	0.01674921733
1425	0.01674200515
1426	0.01673720274
1427	0.01672900807
1428	0.01672082856
1429	0.01670980371
1430	0.01670177946
1431	0.01669210394
1432	0.01668347678
1433	0.01667509066
1434	0.01666857957
1435	0.01666189563
1436	0.01665312463
1437	0.01664557395
1438	0.01663852033
1439	0.01663169882
1440	0.01662345152
1441	0.0166142908
1442	0.01660619065
1443	0.01660065581
1444	0.01659375997
1445	0.01658719898
1446	0.01657925359
1447	0.01657078644
1448	0.01656349254
1449	0.0165563039
1450	0.0165465454
1451	0.01654011482
1452	0.01653354684
1453	0.0165259632
1454	0.01651777899
1455	0.01651057609
1456	0.01650205506
1457	0.01649467404
1458	0.01648763185
1459	0.01648177827
1460	0.01647463008
1461	0.01646572377
1462	0.01645824565
1463	0.01645141331
1464	0.01644423004
1465	0.01643713534
1466	0.01642959979
1467	0.01642186293
1468	0.016414068
1469	0.01640722433
1470	0.01640089563
1471	0.01639150678
1472	0.01638605694
1473	0.01637934519
1474	0.01637344016
1475	0.01636822066
1476	0.0163604879
1477	0.01635416892
1478	0.01634815911
1479	0.01634184111
1480	0.01633458749
1481	0.01632775083
1482	0.01632002252
1483	0.01631307666
1484	0.01630684304
1485	0.01630005715
1486	0.01629349887
1487	0.01628632323
1488	0.0162791577
1489	0.01627201388
1490	0.0162662284
1491	0.01625993429
1492	0.01625127227
1493	0.01624469474
1494	0.01623875608
1495	0.01623131051
1496	0.0162240432
1497	0.01621879575
1498	0.01621303117
1499	0.01620578822
1500	0.01619767978
1501	0.01619131204
1502	0.01618538616
1503	0.01617998488
1504	0.0161743224
