timestamp,Bid,Ask
2022-02-28 21:00:00.055633+00:00,,
2022-02-28 22:00:32.519914+00:00,,
2022-02-28 23:00:33.686153+00:00,,
2022-03-01 00:00:34.067481+00:00,,
2022-03-01 01:00:34.331548+00:00,,
2022-03-01 02:00:34.439012+00:00,,
2022-03-01 03:00:34.530071+00:00,,
2022-03-01 04:00:34.551488+00:00,,
2022-03-01 05:00:34.595174+00:00,,
2022-03-01 06:00:35.097098+00:00,,
2022-03-01 07:00:35.167925+00:00,,
2022-03-01 08:00:35.176842+00:00,1.11681275,
2022-03-01 09:00:35.603622+00:00,1.116838,
2022-03-01 10:00:35.823266+00:00,1.1180800000000002,1.1206658999999999
2022-03-01 11:00:35.881578+00:00,1.1135,1.1223040299999998
2022-03-01 12:00:35.885644+00:00,1.112492,1.116512
2022-03-01 13:00:35.996101+00:00,1.1131917900000001,1.1173068000000002
2022-03-01 14:00:36.002190+00:00,,1.11524299
2022-03-01 15:00:36.052977+00:00,1.08619743,1.13030906
2022-03-01 16:00:36.073567+00:00,,
2022-03-01 17:00:36.104296+00:00,,
2022-03-01 18:00:36.273662+00:00,,
2022-03-01 19:00:36.434980+00:00,,
2022-03-01 20:00:36.444527+00:00,,
2022-03-01 21:00:36.464769+00:00,,
2022-03-01 22:00:45.206484+00:00,,
2022-03-01 23:00:45.784468+00:00,,
2022-03-02 00:00:46.502779+00:00,,
2022-03-02 01:00:46.706659+00:00,,
2022-03-02 02:00:46.843213+00:00,,
2022-03-02 03:00:47.293794+00:00,,
2022-03-02 04:00:47.435182+00:00,,
2022-03-02 05:00:47.604927+00:00,,
2022-03-02 06:00:47.644409+00:00,,
2022-03-02 07:00:47.649202+00:00,,
2022-03-02 08:00:47.649489+00:00,1.109024,
2022-03-02 09:00:47.649232+00:00,1.1092405,
2022-03-02 10:00:47.649228+00:00,1.10951,1.1121800000000002
2022-03-02 11:00:47.727145+00:00,1.1119958600000002,1.12537928
2022-03-02 12:00:47.818040+00:00,1.11165907,1.1207223299999998
2022-03-02 13:00:47.827944+00:00,1.1101932799999998,1.11527612
2022-03-02 14:00:47.843668+00:00,1.1060005,1.1127688599999999
2022-03-02 15:00:48.016022+00:00,1.1000552100000003,1.1119754600000002
2022-03-02 16:00:48.123061+00:00,,
2022-03-02 17:00:48.133289+00:00,,
2022-03-02 18:00:48.295999+00:00,,
2022-03-02 19:00:48.321622+00:00,,
2022-03-02 20:00:48.386769+00:00,,
2022-03-02 21:00:48.410942+00:00,,
2022-03-02 22:00:50.660148+00:00,,
2022-03-02 23:00:54.016973+00:00,,
2022-03-03 00:00:54.463181+00:00,,
2022-03-03 01:00:54.478634+00:00,,
2022-03-03 02:00:54.489966+00:00,,
2022-03-03 03:00:54.544481+00:00,,
2022-03-03 04:00:55.065895+00:00,,
2022-03-03 05:00:55.144014+00:00,,
2022-03-03 06:00:55.316135+00:00,,
2022-03-03 07:00:55.515207+00:00,,
2022-03-03 08:00:55.517551+00:00,1.0995,1.10775725
2022-03-03 09:00:55.538515+00:00,1.0900405000000002,1.1093502000000002
2022-03-03 10:00:55.538636+00:00,1.0799300000000003,1.1044815
2022-03-03 11:00:55.610595+00:00,1.06940724,1.093
2022-03-03 12:00:55.827414+00:00,1.05907803,1.09799
2022-03-03 13:00:57.702564+00:00,1.06965,1.09499873
2022-03-03 14:00:59.221260+00:00,1.0665382700000001,1.1
2022-03-03 15:00:59.266471+00:00,1.0704177700000002,1.105
2022-03-03 16:00:59.293867+00:00,,
2022-03-03 17:00:59.339540+00:00,,
2022-03-03 18:00:59.605282+00:00,,
2022-03-03 19:01:00.106312+00:00,,
2022-03-03 20:01:00.123701+00:00,,
2022-03-03 21:01:00.127038+00:00,,
2022-03-03 22:01:03.651568+00:00,,
2022-03-03 23:01:04.500613+00:00,,
2022-03-04 00:01:04.741559+00:00,,
2022-03-04 01:01:04.762834+00:00,,
2022-03-04 02:01:04.791285+00:00,,
2022-03-04 03:01:04.838840+00:00,,
2022-03-04 04:01:05.037714+00:00,,
2022-03-04 05:01:05.045042+00:00,,
2022-03-04 06:01:05.252148+00:00,,
2022-03-04 07:01:05.447555+00:00,,
2022-03-04 08:01:05.499566+00:00,1.0831225500000001,
2022-03-04 09:01:05.547730+00:00,1.07801354,
2022-03-04 10:01:05.582386+00:00,1.11013454,
2022-03-04 11:01:05.677084+00:00,1.09848854,
2022-03-04 12:01:06.024788+00:00,1.09848854,
2022-03-04 13:01:06.067996+00:00,1.1004,
2022-03-04 14:01:06.075790+00:00,1.101985,
2022-03-04 15:01:06.085892+00:00,1.1014700000000002,
2022-03-04 16:01:06.222514+00:00,,
2022-03-04 17:01:06.231763+00:00,,
2022-03-04 18:01:06.444108+00:00,,
2022-03-04 19:01:06.977455+00:00,,
2022-03-04 20:01:07.040437+00:00,,
2022-03-06 22:00:28.120623+00:00,,
2022-03-06 23:00:28.126910+00:00,,
2022-03-07 00:00:28.150696+00:00,,
2022-03-07 01:00:28.194963+00:00,,
2022-03-07 02:00:28.274187+00:00,,
2022-03-07 03:00:28.290724+00:00,,
2022-03-07 04:00:28.366271+00:00,,
2022-03-07 05:00:28.957932+00:00,,
2022-03-07 06:00:29.082954+00:00,,
2022-03-07 07:00:29.101506+00:00,,
2022-03-07 08:00:29.139613+00:00,,
2022-03-07 09:00:29.147553+00:00,,
2022-03-07 10:00:29.285164+00:00,,
2022-03-07 11:00:29.331661+00:00,,
2022-03-07 12:00:29.335423+00:00,,
2022-03-07 13:00:29.347477+00:00,,
2022-03-07 14:00:29.447918+00:00,,
2022-03-07 15:00:29.575075+00:00,,
2022-03-07 16:00:29.576649+00:00,,
2022-03-07 17:00:29.815025+00:00,,
2022-03-07 18:00:29.912586+00:00,,
2022-03-07 19:00:29.919831+00:00,,
2022-03-07 20:00:29.927812+00:00,,
2022-03-07 21:00:29.937076+00:00,,
2022-03-07 22:00:30.408608+00:00,,
2022-03-07 23:00:31.298549+00:00,,
2022-03-08 00:00:33.017660+00:00,,
2022-03-08 01:00:33.080304+00:00,,
2022-03-08 02:00:33.103383+00:00,,
2022-03-08 03:00:33.445116+00:00,,
2022-03-08 04:00:33.586326+00:00,,
2022-03-08 05:00:34.571786+00:00,,
2022-03-08 06:00:34.702379+00:00,,
2022-03-08 07:00:34.753798+00:00,,
2022-03-08 08:00:34.883684+00:00,,
2022-03-08 09:00:34.889906+00:00,,
2022-03-08 10:00:34.984293+00:00,,
2022-03-08 11:00:35.094690+00:00,,
2022-03-08 12:00:35.097355+00:00,,
2022-03-08 13:00:35.140716+00:00,,
2022-03-08 14:00:35.316519+00:00,,
2022-03-08 15:00:35.334274+00:00,,
2022-03-08 16:00:35.365738+00:00,,
2022-03-08 17:00:35.578017+00:00,,
2022-03-08 18:00:35.584035+00:00,,
2022-03-08 19:00:35.587187+00:00,,
2022-03-08 20:00:35.771373+00:00,,
2022-03-08 21:00:00.057711+00:00,,
2022-03-08 22:00:34.742990+00:00,,
2022-03-08 23:00:34.769144+00:00,,
2022-03-09 00:00:34.905783+00:00,,
2022-03-09 01:00:35.093334+00:00,,
2022-03-09 02:00:35.594605+00:00,,
2022-03-09 03:00:35.813369+00:00,,
2022-03-09 04:00:36.044615+00:00,,
2022-03-09 05:00:36.098880+00:00,,
2022-03-09 06:00:36.159051+00:00,,
2022-03-09 07:00:36.213211+00:00,,
2022-03-09 08:00:36.224094+00:00,1.085276,1.09
2022-03-09 09:00:36.389507+00:00,,1.084227
2022-03-09 10:00:36.416970+00:00,1.06017,1.0875000000000001
2022-03-09 11:00:36.483628+00:00,1.06,1.0805698000000001
2022-03-09 12:00:36.494039+00:00,,1.071755
2022-03-09 13:00:36.503769+00:00,1.0552707300000002,1.0771420000000003
2022-03-09 14:00:36.817215+00:00,1.0579810000000003,1.0869993
2022-03-09 15:00:36.851224+00:00,1.0562310200000002,1.0849388
2022-03-09 16:00:36.890829+00:00,,
2022-03-09 17:00:36.895168+00:00,,
2022-03-09 18:00:37.373270+00:00,,
2022-03-09 19:00:37.400021+00:00,,
2022-03-09 20:00:37.426542+00:00,,
2022-03-09 21:00:37.487764+00:00,,
2022-03-09 22:00:38.443130+00:00,,
2022-03-09 23:00:38.523433+00:00,,
2022-03-10 00:00:38.569949+00:00,,
2022-03-10 01:00:38.672738+00:00,,
2022-03-10 02:00:38.920025+00:00,,
2022-03-10 03:00:38.934706+00:00,,
2022-03-10 04:00:38.980191+00:00,,
2022-03-10 05:00:39.245673+00:00,,
2022-03-10 06:00:39.253913+00:00,,
2022-03-10 07:00:39.302792+00:00,,
2022-03-10 08:00:39.312327+00:00,1.07862841,1.0899878200000002
2022-03-10 09:00:39.327185+00:00,1.0805,1.0849975
2022-03-10 10:00:39.393174+00:00,1.07554988,1.0889900000000001
2022-03-10 11:00:39.393930+00:00,,1.079659
2022-03-10 12:00:40.020144+00:00,,1.0784188000000001
