date_start,pnl
2022-06-14 00:00:00,-428843.97967810096
2022-06-15 00:00:00,-119561.57728600841
2022-06-16 00:00:00,-605318.5501690994
2022-06-17 00:00:00,-1334536.208362055
2022-06-20 00:00:00,-1717859.901834079
2022-06-21 00:00:00,-1197482.850307937
2022-06-22 00:00:00,-184106.38585049886
2022-06-23 00:00:00,-72862.50680517421
2022-06-24 00:00:00,-1030103.7210946957
2022-06-27 00:00:00,-295945.30592016905
2022-06-28 00:00:00,17700.302111088135
2022-06-29 00:00:00,1123623.2041244158
2022-06-30 00:00:00,1435872.0931886185
2022-07-01 00:00:00,8749134.941709321
2022-07-04 00:00:00,4428035.669657361
2022-07-05 00:00:00,3950496.458914742
2022-07-06 00:00:00,-1215886.4989644117
2022-07-07 00:00:00,-2445705.800627471
2022-07-08 00:00:00,-1739913.9494374
2022-07-11 00:00:00,-2541885.666530649
2022-07-12 00:00:00,-1110236.7694816296
2022-07-13 00:00:00,-968450.6458859281
2022-07-14 00:00:00,-992699.7908796937
2022-07-15 00:00:00,-1460889.6670071105
2022-07-18 00:00:00,-713123.5573120603
2022-07-19 00:00:00,-334250.65759681613
2022-07-20 00:00:00,434892.81382104364
2022-07-21 00:00:00,2083452.35223717
2022-07-22 00:00:00,3066390.8885668917
2022-07-25 00:00:00,3403415.2582959672
2022-07-26 00:00:00,2471304.721386213
2022-07-27 00:00:00,486957.9477213745
2022-07-28 00:00:00,-269014.90199030685
2022-07-29 00:00:00,-929408.7821737675
2022-08-01 00:00:00,-1003444.0267686337
2022-08-02 00:00:00,54047.361599671545
2022-08-03 00:00:00,-1081.337685202339
2022-08-04 00:00:00,-162878.32079610266
2022-08-05 00:00:00,-211769.94985006592
2022-08-08 00:00:00,-186450.74759988007
2022-08-09 00:00:00,-11757.871711732741
2022-08-10 00:00:00,82610.13578305615
2022-08-11 00:00:00,408460.23597160366
2022-08-12 00:00:00,47913.08078475397
2022-08-15 00:00:00,-1421924.564147904
2022-08-16 00:00:00,-1251486.2536703015
2022-08-17 00:00:00,-1013472.9767940359
2022-08-18 00:00:00,-583749.7785765075
2022-08-19 00:00:00,199971.6143046644
2022-08-22 00:00:00,524075.4750295505
2022-08-23 00:00:00,339406.9562813763
2022-08-24 00:00:00,153341.4615613638
2022-08-25 00:00:00,65775.52657259829
2022-08-26 00:00:00,-129546.69224317423
2022-08-29 00:00:00,-35362.48824514143
2022-08-30 00:00:00,71434.94864527398
2022-08-31 00:00:00,352527.73567001807
2022-09-01 00:00:00,295046.0851175246
2022-09-02 00:00:00,414138.3253177734
2022-09-05 00:00:00,-205160.5695992343
2022-09-06 00:00:00,-233104.34192092344
2022-09-07 00:00:00,-323707.61790343904
2022-09-08 00:00:00,-393637.11579714675
2022-09-09 00:00:00,-526306.0977915276
2022-09-12 00:00:00,-334945.791586585
2022-09-13 00:00:00,-125106.89755944045
2022-09-14 00:00:00,87279.82759914586
2022-09-15 00:00:00,129077.36039123782
2022-09-16 00:00:00,452448.63423582114
2022-09-19 00:00:00,-2886566.0822943826
2022-09-20 00:00:00,-2576612.13371279
2022-09-21 00:00:00,-3227982.4610571885
2022-09-22 00:00:00,-1543328.7054542329
2022-09-23 00:00:00,-337308.47815512255
2022-09-26 00:00:00,-251080.97955005855
2022-09-27 00:00:00,-406744.1129745471
2022-09-28 00:00:00,-388672.47728701355
2022-09-29 00:00:00,804031.9949040603
2022-09-30 00:00:00,1544311.3801607848
2022-10-03 00:00:00,1868107.0754440199
2022-10-04 00:00:00,2480968.7842266434
