date_start,pnl
2021-04-02 00:00:00,1287951.5132071967
2021-04-05 00:00:00,683983.6510994706
2021-04-06 00:00:00,924255.2868681193
2021-04-07 00:00:00,482198.31485359336
2021-04-08 00:00:00,285529.36319685297
2021-04-09 00:00:00,-764495.6581617455
2021-04-12 00:00:00,-1034730.480292162
2021-04-13 00:00:00,-879400.5416113362
2021-04-14 00:00:00,-389538.9857133834
2021-04-15 00:00:00,193971.11206468008
2021-04-16 00:00:00,236412.55852580536
2021-04-19 00:00:00,-1150620.279614766
2021-04-20 00:00:00,-1022068.0748987803
2021-04-21 00:00:00,-1084437.291886018
2021-04-22 00:00:00,-881767.745920037
2021-04-23 00:00:00,-245289.44258577147
2021-04-26 00:00:00,126348.15274161132
2021-04-27 00:00:00,460828.0273600646
2021-04-28 00:00:00,451701.1289146806
2021-04-29 00:00:00,971765.8558353999
2021-04-30 00:00:00,354293.33652343845
2021-05-04 00:00:00,-788780.3685571906
2021-05-05 00:00:00,-572981.5252329627
2021-05-06 00:00:00,-180021.44033452382
2021-05-07 00:00:00,-35545.62674245512
2021-05-10 00:00:00,281682.94859013567
2021-05-11 00:00:00,-129796.5411445554
2021-05-12 00:00:00,-30986.04382945793
2021-05-13 00:00:00,-205277.6613849922
2021-05-14 00:00:00,-145250.8928989219
2021-05-17 00:00:00,-171456.04096116207
2021-05-18 00:00:00,50726.407850287585
2021-05-19 00:00:00,-24842.49598658871
2021-05-20 00:00:00,-108978.04154284492
2021-05-21 00:00:00,86537.79286235846
2021-05-24 00:00:00,-71387.19322919715
2021-05-25 00:00:00,-80776.81717901402
2021-05-26 00:00:00,-11398.295039497725
2021-05-27 00:00:00,-64201.382063587815
2021-05-28 00:00:00,278239.06631228933
2021-05-31 00:00:00,-219602.18005348585
2021-06-01 00:00:00,-341908.9622022624
2021-06-02 00:00:00,-324377.6874899862
2021-06-03 00:00:00,-192331.65147286828
2021-06-04 00:00:00,-527668.1501071759
2021-06-07 00:00:00,-447216.2435308071
2021-06-08 00:00:00,-383310.49403895123
2021-06-09 00:00:00,-9587.116092095048
2021-06-10 00:00:00,9734.572188843591
2021-06-11 00:00:00,303507.87511423853
2021-06-14 00:00:00,683795.7223187237
2021-06-15 00:00:00,1072171.711381505
2021-06-16 00:00:00,419210.741280693
2021-06-17 00:00:00,593105.5472807599
2021-06-18 00:00:00,661944.0660654657
2021-06-21 00:00:00,-482766.990311318
2021-06-22 00:00:00,-516902.0065090452
2021-06-23 00:00:00,-317342.7757859675
2021-06-24 00:00:00,-210586.74011893748
2021-06-25 00:00:00,352779.3549658568
2021-06-28 00:00:00,1175311.6554931358
2021-06-29 00:00:00,787738.6671070266
2021-06-30 00:00:00,299363.81682341336
2021-07-01 00:00:00,443426.7084045837
2021-07-02 00:00:00,1107772.3706906084
2021-07-05 00:00:00,586117.5606933356
2021-07-06 00:00:00,499126.5573963397
2021-07-07 00:00:00,-38858.97448679179
2021-07-08 00:00:00,-186977.5860369599
2021-07-09 00:00:00,57841.40371951816
2021-07-12 00:00:00,-35713.942478325356
2021-07-13 00:00:00,27226.068706991584
2021-07-14 00:00:00,30718.793780545224
2021-07-15 00:00:00,912986.0197734525
2021-07-16 00:00:00,-38272.541448485805
2021-07-19 00:00:00,-274352.0487147022
2021-07-20 00:00:00,-481902.8925792562
2021-07-21 00:00:00,-335781.30084603024
2021-07-22 00:00:00,214560.7660757193
2021-07-23 00:00:00,25574.152470587705
2021-07-26 00:00:00,-109980.52430409833
2021-07-27 00:00:00,-210588.22573491564
2021-07-28 00:00:00,-258972.14290929557
2021-07-29 00:00:00,-118398.98329205567
2021-07-30 00:00:00,-149137.86257738338
2021-08-02 00:00:00,353436.56891588506
2021-08-03 00:00:00,623960.6351112999
2021-08-04 00:00:00,472313.5626478538
2021-08-05 00:00:00,453241.15321543487
2021-08-06 00:00:00,696862.2366878077
2021-08-09 00:00:00,-391817.0426936617
2021-08-10 00:00:00,-502669.0946090649
2021-08-11 00:00:00,-519860.46841981215
2021-08-12 00:00:00,-105204.3644615682
2021-08-13 00:00:00,166967.54231529238
2021-08-16 00:00:00,979113.9569629168
2021-08-17 00:00:00,761028.0012353999
2021-08-18 00:00:00,690476.4988317045
2021-08-19 00:00:00,73963.87121283976
2021-08-20 00:00:00,-292013.83785896463
2021-08-23 00:00:00,-437462.7189520436
2021-08-24 00:00:00,-402080.7789864837
2021-08-25 00:00:00,-197858.85992899092
2021-08-26 00:00:00,-369783.4378594304
2021-08-27 00:00:00,-493676.92832507927
2021-08-30 00:00:00,-491240.95638062747
2021-08-31 00:00:00,-367631.83058027417
2021-09-01 00:00:00,-8684.900901118319
2021-09-02 00:00:00,164332.5703222679
2021-09-03 00:00:00,362401.838852124
2021-09-06 00:00:00,340904.88943977666
2021-09-07 00:00:00,220657.72150246086
2021-09-08 00:00:00,-15859.481105882327
2021-09-09 00:00:00,-241389.1136556617
2021-09-10 00:00:00,363090.11981415504
2021-09-13 00:00:00,56972.380806240995
2021-09-14 00:00:00,385410.5220416784
2021-09-15 00:00:00,93470.730227519
2021-09-16 00:00:00,1259180.0333309388
2021-09-17 00:00:00,518530.1721866562
2021-09-20 00:00:00,-168099.47348252631
2021-09-21 00:00:00,-242785.50893754486
2021-09-22 00:00:00,-80295.01284760408
2021-09-23 00:00:00,-58849.25585923863
2021-09-24 00:00:00,54491.21093480953
2021-09-27 00:00:00,104324.92797168139
2021-09-28 00:00:00,498299.3765474835
2021-09-29 00:00:00,215133.7360157097
2021-09-30 00:00:00,84077.15774474916
2021-10-01 00:00:00,-200077.3847667343
2021-10-04 00:00:00,175212.1207764074
2021-10-05 00:00:00,-200794.03655120125
2021-10-06 00:00:00,-176636.1437947384
2021-10-07 00:00:00,-284653.72210853
2021-10-08 00:00:00,100955.39769184905
2021-10-11 00:00:00,-627926.703306606
2021-10-12 00:00:00,-593828.9822075466
2021-10-13 00:00:00,-557166.8910262814
2021-10-14 00:00:00,-245960.75881276507
2021-10-15 00:00:00,-114398.17896802841
2021-10-18 00:00:00,-498873.7143829413
2021-10-19 00:00:00,-504320.6051069071
2021-10-20 00:00:00,-326857.0790696764
2021-10-21 00:00:00,-730848.8318122859
2021-10-22 00:00:00,-816482.1025341403
2021-10-25 00:00:00,732924.2644730735
2021-10-26 00:00:00,2065388.6478974817
2021-10-27 00:00:00,1334321.0416125557
2021-10-28 00:00:00,964539.1913096
2021-10-29 00:00:00,2115708.5393642816
2021-11-01 00:00:00,-62860.2120350201
2021-11-02 00:00:00,-43981.5660569622
2021-11-03 00:00:00,222581.57017512282
2021-11-05 00:00:00,-362206.0595671626
2021-11-08 00:00:00,2152988.9672056935
2021-11-09 00:00:00,1543431.9245940484
2021-11-10 00:00:00,2035436.939902542
2021-11-11 00:00:00,1088124.9939401494
2021-11-12 00:00:00,1657353.408585346
2021-11-15 00:00:00,984722.2717663123
2021-11-16 00:00:00,928113.4329894152
2021-11-17 00:00:00,419120.52735799574
2021-11-18 00:00:00,2193619.2265835735
2021-11-19 00:00:00,1469062.7726674092
2021-11-22 00:00:00,1887925.807046984
2021-11-23 00:00:00,1142757.5043365497
2021-11-24 00:00:00,956879.090669265
2021-11-25 00:00:00,-6789.2251506149405
2021-11-26 00:00:00,-496452.2274684174
2021-11-29 00:00:00,-395689.48713699693
2021-11-30 00:00:00,-285865.45004953275
2021-12-01 00:00:00,71097.48404796314
2021-12-02 00:00:00,108682.49850901199
2021-12-03 00:00:00,230856.70278644003
2021-12-06 00:00:00,440984.12118539255
2021-12-07 00:00:00,-519790.85698632104
2021-12-08 00:00:00,-117132.66722345471
2021-12-09 00:00:00,233403.83783701915
2021-12-10 00:00:00,303211.2338846584
2021-12-13 00:00:00,480511.7410890428
2021-12-14 00:00:00,452026.46607221174
2021-12-15 00:00:00,56231.16944185929
2021-12-16 00:00:00,543686.5436233812
2021-12-17 00:00:00,259975.74106198305
2021-12-20 00:00:00,-407527.5545610997
2021-12-21 00:00:00,-176881.41707655715
2021-12-22 00:00:00,-206943.41441801813
2021-12-23 00:00:00,23073.596468208074
2021-12-24 00:00:00,283960.4385314084
