timestamp,Bid,Ask
2022-02-28 21:00:00.055633+00:00,6.3159,6.31673
2022-02-28 22:00:32.519914+00:00,6.311760000000001,6.31574
2022-02-28 23:00:33.686153+00:00,6.31215,6.31375
2022-03-01 00:00:34.067481+00:00,6.31182,6.312370000000001
2022-03-01 01:00:34.331548+00:00,6.30835,6.30895
2022-03-01 02:00:34.439012+00:00,6.31345,6.31384
2022-03-01 03:00:34.530071+00:00,6.31477,6.31513
2022-03-01 04:00:34.551488+00:00,6.3144800000000005,6.31476
2022-03-01 05:00:34.595174+00:00,6.31371,6.31405
2022-03-01 06:00:35.097098+00:00,6.31575,6.31602
2022-03-01 07:00:35.167925+00:00,,
2022-03-01 08:00:35.176842+00:00,,
2022-03-01 09:00:35.603622+00:00,,
2022-03-01 10:00:35.823266+00:00,,
2022-03-01 11:00:35.881578+00:00,,
2022-03-01 12:00:35.885644+00:00,6.31593,6.3163
2022-03-01 13:00:35.996101+00:00,6.3157700000000006,6.31611
2022-03-01 14:00:36.002190+00:00,6.31396,6.31438
2022-03-01 15:00:36.052977+00:00,6.31382,6.31417
2022-03-01 16:00:36.073567+00:00,6.31452,6.3149500000000005
2022-03-01 17:00:36.104296+00:00,6.31667,6.31696
2022-03-01 18:00:36.273662+00:00,6.31844,6.3187
2022-03-01 19:00:36.434980+00:00,6.31852,6.31891
2022-03-01 20:00:36.444527+00:00,6.31777,6.31817
2022-03-01 21:00:36.464769+00:00,6.31784,6.31862
2022-03-01 22:00:45.206484+00:00,6.316450000000001,6.32178
2022-03-01 23:00:45.784468+00:00,6.31708,6.32075
2022-03-02 00:00:46.502779+00:00,6.31811,6.31945
2022-03-02 01:00:46.706659+00:00,6.31712,6.31762
2022-03-02 02:00:46.843213+00:00,6.31661,6.3169200000000005
2022-03-02 03:00:47.293794+00:00,6.31412,6.31453
2022-03-02 04:00:47.435182+00:00,6.3157000000000005,6.316
2022-03-02 05:00:47.604927+00:00,6.31372,6.31414
2022-03-02 06:00:47.644409+00:00,6.3136600000000005,6.31405
2022-03-02 07:00:47.649202+00:00,6.31311,6.31348
2022-03-02 08:00:47.649489+00:00,6.31459,6.31497
2022-03-02 09:00:47.649232+00:00,6.31925,6.31965
2022-03-02 10:00:47.649228+00:00,6.3164,6.3167100000000005
2022-03-02 11:00:47.727145+00:00,6.32089,6.32135
2022-03-02 12:00:47.818040+00:00,6.32067,6.32111
2022-03-02 13:00:47.827944+00:00,6.3193,6.3197
2022-03-02 14:00:47.843668+00:00,6.3174600000000005,6.31797
2022-03-02 15:00:48.016022+00:00,6.32791,6.32849
2022-03-02 16:00:48.123061+00:00,6.32878,6.32928
2022-03-02 17:00:48.133289+00:00,6.32251,6.32283
2022-03-02 18:00:48.295999+00:00,6.321400000000001,6.32185
