iter	Passed	Remaining
1625	12284	63266
1626	12291	63255
1627	12297	63242
1628	12304	63228
1629	12311	63217
1630	12319	63211
1631	12325	63199
1632	12331	63181
1633	12337	63168
1634	12344	63159
1635	12352	63153
1636	12360	63145
1637	12367	63134
1638	12374	63123
1639	12380	63110
1640	12387	63100
1641	12395	63094
1642	12403	63088
1643	12410	63077
1644	12418	63073
1645	12425	63064
1646	12432	63053
1647	12439	63044
1648	12447	63039
1649	12455	63030
1650	12462	63020
1651	12469	63012
1652	12476	63001
1653	12484	62994
1654	12491	62983
1655	12497	62971
1656	12505	62966
1657	12515	62968
1658	12522	62960
1659	12530	62952
1660	12537	62943
1661	12545	62939
1662	12552	62929
1663	12561	62929
1664	12571	62931
1665	12578	62921
1666	12586	62917
1667	12594	62910
1668	12602	62908
1669	12613	62917
1670	12625	62930
1671	12633	62927
1672	12642	62923
1673	12648	62909
1674	12654	62896
